City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Klimovo,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
351,Nome,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
352,Lucea,JM,18.451,-78.1736,84.06,65,30,6.29,scattered clouds
353,Anloga,GH,5.2618,-0.759,82.2,82,100,14.09,overcast clouds
354,Yumen,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
355,Baoning,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
356,Karratha,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
357,Hami,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
358,Helong,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
359,Channel-Port Aux Basques,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
360,Yeghegnavan,AM,39.838,44.6253,55.8,73,59,1.63,broken clouds
361,Ulaanbaatar,MN,47.9077,106.8832,55.53,67,40,6.71,shower rain
362,Ambulu,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
363,Faridan,IR,26.9581,56.2719,93.07,59,0,14.25,clear sky
364,Victoria,HK,22.2855,114.1577,77.38,78,100,8.99,light rain
365,Saryshagan,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
366,Kailua,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
367,Vidim,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
368,Kutum,SD,14.2,24.6667,82.83,6,7,8.39,clear sky
369,Metu,ET,10.0667,34.5333,68.31,72,99,3.6,overcast clouds
370,Progreso,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
371,Thinadhoo,MV,-0.6,73.0833,84.2,77,100,20.47,light rain
372,Amazar,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
373,Kavaratti,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
374,Port-Gentil,GA,-1.5746,9.2618,78.15,91,58,6.11,light rain
375,Hay River,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
376,Pishin,PK,25.2088,64.6357,81.36,83,0,14.45,clear sky
377,Dongsheng,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
378,San Jeronimo,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
379,Mandawar,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
380,General Roca,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
381,Rio Gallegos,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
382,Praia,CV,14.8961,-24.4956,73.85,73,1,13.49,clear sky
383,Ocala,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
384,Salalah,OM,22.9333,57.5333,87.8,23,0,2.06,clear sky
385,Broken Hill,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
386,Deputatskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
387,Aquiraz,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
388,Evensk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
389,Leopold,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
390,Pevek,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
391,Athabasca,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
392,Bagdarin,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
393,Aswan,EG,27.2696,31.1511,89.82,13,96,4.18,overcast clouds
394,Trincomalee,LK,8.5711,81.2335,83.93,78,100,17.16,overcast clouds
395,Steinbach,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
396,Tapaua,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
397,Port Elizabeth,ZA,-33.5906,26.891,62.47,85,98,6.33,light rain
398,Khrebtovaya,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
399,Upington,ZA,-33.5906,26.891,62.47,85,98,6.33,light rain
400,Dingle,IE,54.6333,-8.45,60.51,80,100,13.04,overcast clouds
401,Attawapiskat,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
402,Bathsheba,BB,13.0667,-59.5333,86.09,70,20,14.97,few clouds
403,Kondopoga,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
404,Jinchengjiang,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
405,Faya,TD,11.0297,20.2827,95.77,16,30,3.06,scattered clouds
406,Sandpoint,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
407,Peniche,PT,39.05,-27.9833,61.84,77,48,10.94,scattered clouds
408,Waipawa,NZ,-46.6,168.3333,49.8,88,100,3.58,overcast clouds
409,Fairbanks,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
410,Broome,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
411,Tautira,NZ,-46.1927,168.8643,49.48,97,84,1.52,broken clouds
412,Ancud,CL,-33.0393,-71.6273,61.03,77,100,6.91,overcast clouds
413,Seoul,KR,37.5683,126.9778,53.04,82,0,5.75,clear sky
414,Ankang,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
415,Pimentel,PE,-6.8367,-79.9342,73.69,64,0,20.71,clear sky
416,Qurayyat,OM,22.9333,57.5333,87.8,23,0,2.06,clear sky
417,Nipawin,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
418,Caravelas,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
419,Kaitangata,NZ,-46.6,168.3333,49.8,88,100,3.58,overcast clouds
420,Kahului,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
421,Jujuy,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
422,Nguiu,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
423,Mabaruma,GY,8.2,-59.7833,78.8,94,75,4.61,broken clouds
424,Ostrovnoy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
425,Tasbuget,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
426,Tazovskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
427,Zolotinka,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
428,Newry,GB,60.1545,-1.1494,48.2,88,100,19.62,overcast clouds
429,Sao Sebastiao Do Passe,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
430,Urusha,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
431,Kodinsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
432,Nemuro,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
433,Djibo,BF,11.5033,0.0572,97.29,27,0,3.18,clear sky
434,Qaqortoq,GL,64.1835,-51.7216,34.41,86,20,13.8,few clouds
435,Adrar,MR,20.5022,-10.0711,96.55,10,69,7.65,broken clouds
436,West Des Moines,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
437,Narsaq,GL,64.1835,-51.7216,34.41,86,20,13.8,few clouds
438,Mackenzie,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
439,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,5.75,scattered clouds
440,Marfino,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
441,Leninskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
442,Aksu,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
443,Bolungarvik,IS,66.0449,-17.3389,41.95,90,100,2.51,overcast clouds
444,Qingdao,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
445,Vestmannaeyjar,IS,66.0449,-17.3389,41.95,90,100,2.51,overcast clouds
446,Neuquen,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
447,Dzhusaly,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
448,Dolbeau,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
449,Yerbogachen,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
450,Vanavara,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
451,Chumikan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
452,Dalmatovo,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
453,Oranjemund,NA,-26.6481,15.1594,60.12,56,55,13.6,broken clouds
454,Dhidhdhoo,MV,-0.6,73.0833,84.2,77,100,20.47,light rain
455,Nantucket,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
456,Belaya Gora,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
457,Iquitos,PE,-6.8367,-79.9342,73.69,64,0,20.71,clear sky
458,Ulladulla,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
459,Resistencia,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
460,Port Hardy,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
461,Sungairaya,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
462,Saint-Georges,GD,12.0564,-61.7485,85.68,66,40,24.16,scattered clouds
463,Doka,SD,14.2,24.6667,82.83,6,7,8.39,clear sky
464,Maceio,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
465,Kimparana,ML,18.4411,1.4078,92.07,4,0,11.74,clear sky
466,Inta,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
467,Sao Joao Da Barra,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
468,West Bay,KY,19.3667,-81.4167,87.87,66,20,12.66,few clouds
469,Warqla,MR,20.5022,-10.0711,96.55,10,69,7.65,broken clouds
470,Tabas,IR,26.9581,56.2719,93.07,59,0,14.25,clear sky
471,Boras,SE,58.4109,15.6216,52.18,34,15,8.05,few clouds
472,Freiberg,DE,50.9167,13.3667,58.69,83,36,4.45,scattered clouds
473,Petropavlovsk-Kamchatskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
474,Nenjiang,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
475,Padang,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
476,Shuya,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
477,Komsomolskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
478,Lingao,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
479,Lima,PE,-6.8367,-79.9342,73.69,64,0,20.71,clear sky
480,Sindor,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
481,Ponta Do Sol,PT,39.05,-27.9833,61.84,77,48,10.94,scattered clouds
482,Pangody,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
483,Kholodnyy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
484,Luwuk,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
485,Raduzhnyy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
486,Muroto,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
487,Skagastrond,IS,66.0449,-17.3389,41.95,90,100,2.51,overcast clouds
488,Rock Falls,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
489,Pangkalanbuun,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
490,Nacala,MZ,-19.1164,33.4833,67.86,88,20,6.91,few clouds
491,Lamu,KE,-0.4536,39.6401,80.38,68,86,19.95,overcast clouds
492,Acuna,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
493,Argudan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
494,Atka,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
495,Evanston,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
496,Matsuura,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
497,Kyabe,TD,11.0297,20.2827,95.77,16,30,3.06,scattered clouds
498,Kariba,ZW,-16.5167,28.8,74.25,59,50,4.09,scattered clouds
499,Carahue,CL,-33.0393,-71.6273,61.03,77,100,6.91,overcast clouds
500,Amapa,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
501,Port Huron,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
502,Kattivakkam,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
503,Huilong,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
504,Orhangazi,TR,41.1754,29.6133,56.57,65,82,3.0,broken clouds
505,Hamilton,US,37.1041,-113.5841,81.63,12,0,12.66,clear sky
506,Jackson,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
507,Tarija,US,37.7799,-121.978,60.49,62,40,16.11,scattered clouds
508,Nova Olimpia,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
509,Sioux Lookout,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
510,Ucluelet,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
511,Ati,TD,11.0297,20.2827,95.77,16,30,3.06,scattered clouds
512,Haibowan,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
513,Alofi,NU,-19.0595,-169.9187,78.69,89,90,8.05,overcast clouds
514,Mudyuga,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
515,Mufulira,ZM,-12.5498,28.2407,63.77,66,8,1.88,clear sky
516,Levelland,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
517,Khairagarh,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
518,Salinas,EC,0.6,-80.0333,80.31,81,94,10.16,overcast clouds
519,Pitimbu,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
520,Bure,ET,10.0667,34.5333,68.31,72,99,3.6,overcast clouds
521,Siparia,GB,54.2797,-0.4044,54.34,75,34,13.0,scattered clouds
522,Pak Phanang,TH,8.3511,100.202,81.07,94,100,4.23,moderate rain
523,Carutapera,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
524,Ottumwa,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
525,Douentza,ML,18.4411,1.4078,92.07,4,0,11.74,clear sky
526,Srandakan,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
527,Marathon,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
528,Chuy,UY,-34.6667,-54.9167,74.59,52,14,8.25,few clouds
529,Naze,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
530,Lamar,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
531,Pouebo,NC,-20.2333,164.0167,75.79,67,100,14.38,overcast clouds
532,Ufimskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
533,Saint-Pierre,RE,-21.3393,55.4781,73.9,73,0,5.75,clear sky
534,Los Andes,CL,-32.8337,-70.5983,64.94,51,6,5.53,clear sky
535,Boshnyakovo,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
536,Maloshuyka,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
537,Ciudad Bolivar,VE,8.1222,-63.5497,86.29,60,88,7.29,overcast clouds
538,Kalabo,ZM,-12.5498,28.2407,63.77,66,8,1.88,clear sky
539,Goderich,CA,43.7501,-81.7165,57.52,38,17,5.75,few clouds
540,Verkhniye Tatyshly,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
541,Flin Flon,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
542,Kresttsy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
543,Kuusamo,FI,61.2056,26.0381,41.0,57,6,4.85,clear sky
544,Lorengau,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
545,Miandrivazo,MG,-19.5167,45.4667,75.47,76,0,1.39,clear sky
546,Cape Canaveral,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
547,Waddan,LY,29.1081,21.2869,76.19,29,0,16.53,clear sky
548,Nokaneng,BW,-21.5667,21.7833,61.41,31,0,8.7,clear sky
549,Asuncion Nochixtlan,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
550,Addis Abeba,ET,10.0667,34.5333,68.31,72,99,3.6,overcast clouds
551,Terrace,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
552,Pandan,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
553,Strezhevoy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
554,Brantford,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
555,Krasnoselkup,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
556,Haines Junction,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
557,The Valley,AI,18.217,-63.0578,84.06,83,20,14.97,few clouds
558,Deniliquin,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
559,Tiksi,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
560,Jieshi,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
561,Chincholi,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
562,Namibe,AO,-12.3481,13.5456,75.92,87,5,3.91,clear sky
563,South Venice,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
564,Sabla,NG,12.7525,4.7077,96.51,26,100,7.2,overcast clouds
565,Cervo,ES,42.7762,-9.0603,70.84,50,100,3.15,overcast clouds
566,Severodvinsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
567,Sorland,NO,59.5714,7.9877,44.64,51,99,4.83,overcast clouds
568,Basco,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
569,Port Blair,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
570,Pochutla,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
571,Brookings,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
572,Neiafu,TO,-21.2,-175.2,73.56,88,20,8.05,few clouds
573,Kushmurun,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
574,Zhenjiang,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
575,Lake Havasu City,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
576,Shimanovsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
577,Krasnovishersk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
578,Cortez,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
579,Healdsburg,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
580,Muncar,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
581,Ravar,IR,26.9581,56.2719,93.07,59,0,14.25,clear sky
582,El Sauzal,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
583,Qostanay,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
584,Analipsis,GR,35.3167,25.5667,64.54,87,10,7.05,clear sky
585,Guajara-Mirim,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
586,Riviere-Au-Renard,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
587,Noyabrsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
588,Sistranda,NO,59.5714,7.9877,44.64,51,99,4.83,overcast clouds
589,Den Helder,NL,52.9599,4.7593,52.97,72,15,11.99,few clouds
590,Kibondo,TZ,-10.6833,35.65,65.5,68,91,2.71,overcast clouds
591,Phan Thiet,VN,10.346,107.0843,82.2,81,100,15.23,overcast clouds
592,Plouzane,FR,48.4352,-4.3972,66.25,70,0,11.5,clear sky
593,Benghazi,LY,29.1081,21.2869,76.19,29,0,16.53,clear sky
594,Marsh Harbour,BS,26.5412,-77.0636,79.32,73,0,11.52,clear sky
595,San Vicente,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
596,San Carlos De Bariloche,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
597,Banda Aceh,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
598,Makushino,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
599,Utiroa,KI,3.0707,172.7902,81.82,79,21,15.3,few clouds
600,Barao De Melgaco,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
601,Tynda,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
602,Altay,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
603,Pokanayevka,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
604,Crisan,RO,44.9667,29.4667,49.28,79,0,3.78,clear sky
605,Tezu,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
606,Kuching,MY,3.4836,103.3996,78.91,90,100,4.16,overcast clouds
607,Zigong,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
608,Lensk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
609,Itoman,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
610,Eyl,SO,11.2842,49.1816,84.24,72,2,2.66,clear sky
611,Ketchikan,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
612,Meyungs,TL,-8.9266,125.4092,58.53,92,49,4.05,scattered clouds
613,Riyadh,SA,26.326,43.975,82.85,14,5,10.78,clear sky
614,Mecca,SA,26.326,43.975,82.85,14,5,10.78,clear sky
615,Joshimath,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
616,Gat,LY,29.1081,21.2869,76.19,29,0,16.53,clear sky
617,Kasungu,MW,-13.0333,33.4833,62.69,82,10,4.9,clear sky
618,Cassilandia,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
619,Betwagan,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
620,Auray,FR,48.4352,-4.3972,66.25,70,0,11.5,clear sky
621,Egvekinot,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
622,Sainte-Rose,GP,16.3324,-61.6979,82.44,74,75,11.5,broken clouds
623,Richards Bay,ZA,-33.5906,26.891,62.47,85,98,6.33,light rain
624,Bairiki,KI,3.0707,172.7902,81.82,79,21,15.3,few clouds
625,Beloha,MG,-19.5167,45.4667,75.47,76,0,1.39,clear sky
626,North Platte,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
627,Taoudenni,ML,18.4411,1.4078,92.07,4,0,11.74,clear sky
628,Whitehorse,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
629,Verkhniy Lomov,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
630,Lethem,GY,8.2,-59.7833,78.8,94,75,4.61,broken clouds
631,Okha,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
632,Usinsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
633,Dankaur,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
634,Januaria,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
635,Kenitra,MA,31.6315,-8.0083,95.07,13,0,10.36,clear sky
636,Saint Johnsbury,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
637,Phan Rang,VN,10.346,107.0843,82.2,81,100,15.23,overcast clouds
638,Chengmai,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
639,Kedrovyy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
640,Pachino,IT,42.0855,13.5398,53.31,95,83,3.85,broken clouds
641,Port Moresby,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
642,Oranjestad,AW,12.524,-70.027,85.95,70,75,24.16,broken clouds
643,Yar-Sale,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
644,Fougamou,GA,-1.5746,9.2618,78.15,91,58,6.11,light rain
645,Kobojango,BW,-21.5667,21.7833,61.41,31,0,8.7,clear sky
646,Bud,NO,59.5714,7.9877,44.64,51,99,4.83,overcast clouds
647,Key West,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
648,Vila,VU,-13.8833,167.55,75.87,94,40,0.0,scattered clouds
649,Puerto Colombia,CL,-32.8337,-70.5983,64.94,51,6,5.53,clear sky
650,Sarangani,PH,10.3094,119.0128,80.87,87,100,7.58,overcast clouds
651,Panguna,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
652,Gorno-Chuyskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
653,Narathiwat,TH,8.3511,100.202,81.07,94,100,4.23,moderate rain
654,Berezovyy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
655,Wewak,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
656,Pokrovsk-Uralskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
657,Novoagansk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
658,Amparafaravola,MG,-19.5167,45.4667,75.47,76,0,1.39,clear sky
659,Xingyi,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
660,Mocuba,MZ,-19.1164,33.4833,67.86,88,20,6.91,few clouds
661,Kokopo,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
662,Arlit,NE,19.75,10.25,94.08,12,100,7.38,overcast clouds
663,Mandalgovi,MN,47.9077,106.8832,55.53,67,40,6.71,shower rain
664,Sawtell,AU,-33.65,115.3333,56.43,81,4,2.8,clear sky
665,Zhangye,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
666,Dawson Creek,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
667,Dolinsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
668,Satara,IN,28.0667,95.3333,73.9,76,5,4.05,clear sky
669,Sakaiminato,JP,34.6667,138.95,57.11,87,100,4.5,overcast clouds
670,Tooele,US,22.0752,-159.319,79.12,80,100,12.66,overcast clouds
671,Hovd,MN,47.9077,106.8832,55.53,67,40,6.71,shower rain
672,Miramar,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
673,Ilheus,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
674,Srednekolymsk,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
675,Balakhninskiy,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
676,Comodoro Rivadavia,AR,-38.0023,-57.5575,74.95,62,0,25.32,clear sky
677,Lienz,AT,46.8289,12.769,51.57,94,100,2.62,overcast clouds
678,Bolshegrivskoye,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
679,Sandovo,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
680,Juigalpa,NI,12.1063,-85.3645,94.91,46,40,4.61,scattered clouds
681,Manzanillo,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
682,Inisa,NG,7.85,9.7833,85.3,61,96,4.92,overcast clouds
683,Hanyang,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
684,Talakan,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
685,Bandundu,CD,-3.3167,17.3667,77.5,79,95,4.25,overcast clouds
686,Belyy Yar,RU,71.9667,102.5,3.16,97,57,9.08,broken clouds
687,Guasdualito,VE,8.1222,-63.5497,86.29,60,88,7.29,overcast clouds
688,Kuruman,ZA,-33.5906,26.891,62.47,85,98,6.33,light rain
689,Fort Nelson,CA,69.4541,-133.0374,37.4,75,75,14.97,broken clouds
690,Uyuni,US,37.7799,-121.978,60.49,62,40,16.11,scattered clouds
691,Nabire,ID,0.8,127.4,81.63,81,100,2.75,moderate rain
692,Kloulklubed,TL,-8.9266,125.4092,58.53,92,49,4.05,scattered clouds
693,Tahoua,NE,19.75,10.25,94.08,12,100,7.38,overcast clouds
694,Sao Felix Do Xingu,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
695,Barreiras,BR,-22.9661,-42.0278,75.16,73,75,6.91,broken clouds
696,Kabalo,CD,-3.3167,17.3667,77.5,79,95,4.25,overcast clouds
697,Ampanihy,MG,-19.5167,45.4667,75.47,76,0,1.39,clear sky
698,Lisakovsk,KZ,52.6292,70.4169,46.38,41,3,4.21,clear sky
699,Kaeo,NZ,-46.6,168.3333,49.8,88,100,3.58,overcast clouds
700,Danjiangkou,RU,54.3419,101.5036,28.67,62,61,8.5,broken clouds
701,Vagur,FO,61.4732,-6.8119,47.84,94,100,25.52,light rain
