City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Yar-Sale,RU,2022-05-07 19:36:44,66.8333,70.8333,15.17,94,9,8.66
295,Suifenhe,CN,2022-05-07 19:36:45,44.4,131.1667,33.42,89,66,5.28
296,Tautira,PF,2022-05-07 19:36:45,-17.7333,-149.15,80.4,77,7,1.97
297,Alexandria,EG,2022-05-07 19:31:58,31.2156,29.9553,66.16,59,0,3.44
298,Rockland,US,2022-05-07 19:36:45,41.1668,-74.0496,52.66,86,100,1.01
299,Ankazoabo,MG,2022-05-07 19:36:46,-22.2833,44.5167,70.02,78,1,4.59
300,Port Pirie,AU,2022-05-07 19:36:46,-33.1833,138.0167,44.69,69,0,3.8
301,Puerto Lempira,HN,2022-05-07 19:36:47,15.2667,-83.7667,89.74,70,40,8.05
302,Nome,US,2022-05-07 19:36:47,64.5011,-165.4064,32.16,93,100,14.97
303,Nelson Bay,AU,2022-05-07 19:36:48,-32.7167,152.15,52.0,81,7,1.99
304,Noumea,NC,2022-05-07 19:36:48,-22.2763,166.4572,75.0,99,97,10.71
305,Samarai,PG,2022-05-07 19:36:48,-10.6167,150.6667,82.72,80,39,12.95
306,Bairnsdale,AU,2022-05-07 19:36:49,-37.8333,147.6167,55.06,77,100,9.4
307,Turangi,NZ,2022-05-07 19:36:49,-39.0,175.9333,46.38,88,69,2.06
308,Iquitos,PE,2022-05-07 19:35:09,-3.7481,-73.2472,84.24,74,75,5.75
309,Nivala,FI,2022-05-07 19:36:50,63.9167,24.9667,40.68,73,3,7.4
310,Anloga,GH,2022-05-07 19:36:50,5.7947,0.8973,82.2,80,52,9.44
311,Tabory,RU,2022-05-07 19:36:51,58.5198,64.5495,40.86,92,62,7.94
312,Mercedes,AR,2022-05-07 19:36:51,-34.6515,-59.4307,75.85,45,42,8.48
313,Mount Gambier,AU,2022-05-07 19:36:52,-37.8333,140.7667,48.11,87,100,4.61
314,Paamiut,GL,2022-05-07 19:36:52,61.994,-49.6678,34.18,87,57,13.67
315,Vereshchagino,RU,2022-05-07 19:36:53,58.0789,54.6557,42.98,76,33,7.31
316,Marienburg,PL,2022-05-07 19:36:53,54.0359,19.0266,57.88,90,93,4.41
317,Shaunavon,CA,2022-05-07 19:36:54,49.6501,-108.4181,56.98,50,100,13.38
318,Usevya,TZ,2022-05-07 19:36:54,-7.1,31.2333,67.23,76,11,2.37
319,Omboue,GA,2022-05-07 19:36:55,-1.5746,9.2618,76.32,89,95,3.89
320,Manta,EC,2022-05-07 19:36:55,-0.95,-80.7333,80.06,76,50,12.15
321,Goya,AR,2022-05-07 19:36:55,-29.14,-59.2626,70.95,59,100,5.99
322,Whitehorse,CA,2022-05-07 19:36:56,60.7161,-135.0538,39.81,86,75,3.0
323,Newcastle,AU,2022-05-07 19:36:55,-32.9272,151.7765,51.71,74,0,13.8
324,Urdaneta,PH,2022-05-07 19:36:56,15.9761,120.5711,78.53,77,100,4.83
325,Panaba,MX,2022-05-07 19:36:57,21.2833,-88.2667,102.25,28,4,2.8
326,Umba,RU,2022-05-07 19:36:57,66.6871,34.3429,36.81,93,100,9.06
327,Cap Malheureux,MU,2022-05-07 19:36:58,-19.9842,57.6142,77.47,73,8,8.01
328,Bicester,GB,2022-05-07 19:36:58,51.9,-1.1536,62.38,76,0,8.05
329,Tianguismanalco,MX,2022-05-07 19:36:59,18.95,-98.4333,84.85,24,52,10.76
330,Mirandopolis,BR,2022-05-07 19:36:59,-21.1336,-51.1017,78.58,33,4,6.02
331,Kisanga,TZ,2022-05-07 19:37:00,-7.4362,37.7034,75.81,77,87,2.64
332,Saint-Augustin,CA,2022-05-07 19:37:00,51.226,-58.6502,41.52,44,100,15.01
333,Dingle,PH,2022-05-07 19:37:00,10.9995,122.6711,78.26,88,10,8.46
334,Union,US,2022-05-07 19:36:46,40.6334,-74.2663,48.94,92,100,11.5
335,Penzance,GB,2022-05-07 19:37:01,50.1186,-5.5371,56.08,91,100,8.72
336,San Antonio,US,2022-05-07 19:32:20,29.4241,-98.4936,101.07,43,0,10.36
337,Svetlaya,RU,2022-05-07 19:37:02,46.5389,138.3297,41.5,89,100,7.78
338,Alibag,IN,2022-05-07 19:37:02,18.6411,72.8792,86.07,75,5,8.68
339,Mataram,ID,2022-05-07 19:37:03,-8.5833,116.1167,79.27,87,9,4.27
340,Jiuquan,CN,2022-05-07 19:36:53,39.7432,98.5174,56.5,27,100,5.46
341,Bethel,US,2022-05-07 19:37:03,41.3712,-73.414,54.36,59,75,14.97
342,Bowen,AU,2022-05-07 19:37:04,-20.0167,148.2333,74.8,88,100,12.08
343,Erenhot,CN,2022-05-07 19:37:04,43.6475,111.9767,45.37,22,3,11.14
344,Naranjal,EC,2022-05-07 19:37:04,-2.6667,-79.6167,82.8,79,73,4.45
345,Big Rapids,US,2022-05-07 19:37:05,43.6981,-85.4837,66.69,24,0,8.05
346,Krasnyy Chikoy,RU,2022-05-07 19:37:05,50.3643,108.7512,35.87,88,0,4.52
347,Luderitz,NA,2022-05-07 19:37:06,-26.6481,15.1594,57.18,72,0,21.63
348,Porto Belo,BR,2022-05-07 19:37:06,-27.1578,-48.5531,73.35,62,55,4.97
349,Akdepe,TM,2022-05-07 19:37:07,42.0551,59.3788,69.89,63,90,13.65
350,Naron,ES,2022-05-07 19:37:07,43.5167,-8.1528,68.85,73,100,6.2
351,Payo,ID,2022-05-07 19:37:08,-3.7508,103.6372,73.98,99,100,2.48
352,Nerchinskiy Zavod,RU,2022-05-07 19:37:08,51.3088,119.61,38.41,25,0,1.1
353,Itoman,JP,2022-05-07 19:37:09,26.1247,127.6694,75.22,94,75,6.91
354,Beyneu,KZ,2022-05-07 19:37:09,45.3167,55.2,66.76,48,83,18.34
355,Chesma,RU,2022-05-07 19:37:09,53.8111,60.6533,43.45,35,2,4.07
356,Mareeba,AU,2022-05-07 19:34:59,-17.0,145.4333,72.32,93,99,2.91
357,Sayville,US,2022-05-07 19:37:10,40.7359,-73.0821,48.38,88,100,18.41
358,Sur,OM,2022-05-07 19:37:10,22.5667,59.5289,84.76,62,0,11.61
359,Puerto Del Rosario,ES,2022-05-07 19:37:11,28.5004,-13.8627,69.55,78,0,16.11
360,Hurricane,US,2022-05-07 19:32:25,37.1753,-113.2899,86.7,16,14,15.1
361,Ojinaga,MX,2022-05-07 19:37:12,29.5667,-104.4167,100.58,12,0,8.05
362,Vanimo,PG,2022-05-07 19:37:12,-2.6741,141.3028,78.24,90,96,5.79
363,Barcelos,PT,2022-05-07 19:34:58,41.5388,-8.6151,69.85,68,96,2.24
364,Grootfontein,NA,2022-05-07 19:37:13,-19.5667,18.1167,56.77,54,0,3.44
365,Sergeyevka,KZ,2022-05-07 19:37:13,53.88,67.4158,42.98,36,0,4.99
366,Cordoba,AR,2022-05-07 19:37:14,-31.4135,-64.1811,80.76,38,0,12.66
367,Gambela,ET,2022-05-07 19:37:14,8.25,34.5833,78.6,68,97,0.76
368,Ilulissat,GL,2022-05-07 19:37:14,69.2167,-51.1,28.42,59,0,6.91
369,Silver City,US,2022-05-07 19:37:15,32.7701,-108.2803,83.91,8,0,21.85
370,Bathsheba,BB,2022-05-07 19:37:15,13.2167,-59.5167,84.81,70,40,11.5
371,Avera,US,2022-05-07 19:37:16,33.194,-82.5271,72.91,43,76,17.22
372,Coos Bay,US,2022-05-07 19:36:23,43.3665,-124.2179,54.32,82,75,16.11
373,Mecca,SA,2022-05-07 19:35:11,21.4267,39.8261,78.22,46,0,8.43
374,Port Hardy,CA,2022-05-07 19:37:16,50.6996,-127.4199,50.18,62,75,11.5
375,Alofi,NU,2022-05-07 19:34:53,-19.0595,-169.9187,75.09,94,75,5.75
376,Waingapu,ID,2022-05-07 19:37:17,-9.6567,120.2641,78.98,87,21,9.93
377,Aripuana,BR,2022-05-07 19:37:18,-9.1667,-60.6333,82.17,74,98,1.72
378,Nattam,IN,2022-05-07 19:37:18,10.2333,78.2333,82.13,62,100,2.51
379,Kristiansund,NO,2022-05-07 19:37:18,63.1115,7.732,42.85,65,75,18.41
380,San Quintin,MX,2022-05-07 19:37:19,30.4833,-115.95,66.2,69,8,11.74
381,Ulaanbaatar,MN,2022-05-07 19:34:57,47.9077,106.8832,28.53,93,0,0.0
382,Agadez,NE,2022-05-07 19:37:20,19.75,10.25,91.4,15,67,11.5
383,Fort Nelson,CA,2022-05-07 19:35:33,58.8053,-122.7002,40.59,70,100,20.71
384,Athabasca,CA,2022-05-07 19:37:20,54.7169,-113.2854,48.61,61,100,18.23
385,Marystown,CA,2022-05-07 19:33:15,47.1666,-55.1483,43.86,100,10,17.0
386,Pueblo Nuevo,MX,2022-05-07 19:37:21,23.3833,-105.3833,81.37,21,0,9.22
387,Ayia Galini,GR,2022-05-07 19:37:21,35.1,24.6833,59.85,76,82,3.51
388,Adrar,MR,2022-05-07 19:36:37,20.5022,-10.0711,93.74,13,52,6.49
389,Aden,YE,2022-05-07 19:35:41,12.7794,45.0367,85.12,72,81,8.25
390,Portland,US,2022-05-07 19:37:19,45.5234,-122.6762,54.25,73,100,9.22
391,Bongandanga,CD,2022-05-07 19:37:22,1.5,21.05,73.26,89,56,2.75
392,Myitkyina,MM,2022-05-07 19:37:22,25.3833,97.4,73.49,70,9,1.25
393,Ust-Nera,RU,2022-05-07 19:37:23,64.5667,143.2,24.71,94,100,2.95
394,Moron,AR,2022-05-07 19:37:23,-34.6534,-58.6198,74.95,63,100,3.83
395,Srandakan,ID,2022-05-07 19:37:24,-7.9386,110.2506,76.89,91,90,3.4
396,Damghan,IR,2022-05-07 19:37:24,36.1683,54.348,68.56,45,100,3.74
397,Kailua,US,2022-05-07 19:37:24,21.4022,-157.7394,77.02,76,100,8.05
398,Richards Bay,ZA,2022-05-07 19:37:25,-28.783,32.0377,67.8,91,15,3.58
399,Ambon,ID,2022-05-07 19:35:11,-3.6954,128.1814,75.34,94,40,5.75
400,Ginda,IN,2022-05-07 19:37:25,30.6945,78.4932,59.43,37,2,7.61
401,Cairns,AU,2022-05-07 19:37:26,-16.9167,145.7667,76.95,91,40,8.05
402,Shambu,ET,2022-05-07 19:37:26,9.5667,37.1,59.11,61,100,2.24
403,Nara,JP,2022-05-07 19:35:47,34.6851,135.8049,60.49,48,46,5.86
404,Ixtapa,MX,2022-05-07 19:37:27,20.7,-105.2,81.63,61,0,10.36
405,Vostok,RU,2022-05-07 19:36:33,46.4856,135.8833,31.32,97,100,3.24
406,Husavik,IS,2022-05-07 19:37:27,66.0449,-17.3389,41.32,71,100,2.89
407,Torres,BR,2022-05-07 19:37:28,-29.3353,-49.7269,67.82,70,0,5.59
408,Dryden,CA,2022-05-07 19:35:37,49.7833,-92.7503,70.09,30,0,16.11
409,Greenville,US,2022-05-07 19:37:29,35.6127,-77.3663,80.62,47,40,8.05
410,Iskateley,RU,2022-05-07 19:37:29,67.6803,53.1512,36.95,100,100,13.35
411,Sao Paulo Do Potengi,BR,2022-05-07 19:37:29,-5.895,-35.7628,80.71,94,100,7.49
412,Merauke,ID,2022-05-07 19:37:30,-8.4667,140.3333,79.09,89,100,10.89
413,Zhigalovo,RU,2022-05-07 19:37:30,54.8097,105.1578,49.75,68,100,9.84
414,Kastamonu,TR,2022-05-07 19:37:31,41.5,33.6667,41.22,93,100,3.42
415,Haldibari,IN,2022-05-07 19:37:10,26.3333,88.7667,78.24,70,5,4.05
416,Wanaka,NZ,2022-05-07 19:37:31,-44.7,169.15,58.1,88,100,1.99
417,Petropavlovsk-Kamchatskiy,RU,2022-05-07 19:37:32,53.0452,158.6483,39.79,87,0,6.71
418,Yavatmal,IN,2022-05-07 19:37:32,20.4,78.1333,90.64,25,61,5.68
419,Hambantota,LK,2022-05-07 19:37:33,6.1241,81.1185,80.78,83,100,12.46
420,Myshkin,RU,2022-05-07 19:37:33,57.7897,38.4545,51.08,73,76,10.56
421,Grants,US,2022-05-07 19:37:33,35.1473,-107.8514,80.83,9,0,14.97
422,Chopinzinho,BR,2022-05-07 19:37:34,-25.8558,-52.5233,65.01,80,55,2.51
423,Labytnangi,RU,2022-05-07 19:37:34,66.6572,66.4183,23.32,97,96,3.44
424,Kenai,US,2022-05-07 19:35:17,60.5544,-151.2583,56.03,61,0,10.36
425,Sept-Iles,CA,2022-05-07 19:33:42,50.2001,-66.3821,44.06,55,0,14.0
426,Kondoa,TZ,2022-05-07 19:37:35,-4.9,35.7833,62.47,76,55,4.9
427,Yumen,CN,2022-05-07 19:37:35,40.2833,97.2,52.36,24,5,4.92
428,Grindavik,IS,2022-05-07 19:37:36,63.8424,-22.4338,46.87,76,75,24.16
429,Huarmey,PE,2022-05-07 19:37:36,-10.0681,-78.1522,70.77,77,15,11.95
430,Chhabra,IN,2022-05-07 19:37:37,24.6667,76.8333,92.21,16,0,4.23
431,Vestmannaeyjar,IS,2022-05-07 19:37:04,63.4427,-20.2734,44.6,86,100,25.93
432,Denpasar,ID,2022-05-07 19:37:37,-8.65,115.2167,82.06,88,20,2.3
433,Conselheiro Pena,BR,2022-05-07 19:37:38,-19.1722,-41.4722,75.65,82,12,3.91
434,Launceston,AU,2022-05-07 19:37:38,-41.45,147.1667,47.34,81,40,4.61
435,Smithers,CA,2022-05-07 19:37:39,54.7804,-127.1743,44.92,49,100,6.91
436,Matay,EG,2022-05-07 19:37:39,28.419,30.7792,76.71,19,99,8.55
437,Mehamn,NO,2022-05-07 19:37:40,71.0357,27.8492,37.31,96,100,33.44
438,Rock Sound,BS,2022-05-07 19:37:40,24.9,-76.2,79.66,78,75,12.86
439,Slyudyanka,RU,2022-05-07 19:37:40,51.6594,103.7061,46.81,58,1,5.1
440,Oneonta,US,2022-05-07 19:32:58,42.4529,-75.0638,57.65,48,100,13.73
441,Jambi,ID,2022-05-07 19:37:41,-1.6,103.6167,75.02,98,100,3.89
442,Shaki,AZ,2022-05-07 19:37:41,41.0833,47.1667,54.61,96,100,6.22
443,Santa Maria,BR,2022-05-07 19:37:42,-29.6842,-53.8069,69.1,56,0,9.22
444,Tecolutilla,MX,2022-05-07 19:37:42,18.2833,-93.3167,101.98,32,36,4.27
445,Asau,RO,2022-05-07 19:37:43,46.4333,26.4,50.92,69,95,1.34
446,Aki,JP,2022-05-07 19:37:43,33.5,133.9,60.78,85,11,4.27
447,Santa Barbara,US,2022-05-07 19:37:43,34.7333,-120.0343,70.9,52,0,12.66
448,Yaan,NG,2022-05-07 19:37:44,7.3833,8.5667,82.58,68,100,10.25
449,Shizunai,JP,2022-05-07 19:37:44,42.3339,142.3669,44.83,88,42,15.9
450,Kabin Buri,TH,2022-05-07 19:37:45,13.9511,101.7177,78.42,85,100,1.61
451,Tessalit,ML,2022-05-07 19:37:45,20.1986,1.0114,89.08,11,30,15.84
452,Kupang,ID,2022-05-07 19:37:46,-10.1667,123.5833,78.89,84,31,13.76
453,Didao,CN,2022-05-07 19:37:46,45.3667,130.8,36.0,91,44,5.46
454,Havelock,US,2022-05-07 19:37:46,34.8791,-76.9013,78.94,69,75,11.5
455,Borogontsy,RU,2022-05-07 19:37:47,62.6683,131.1683,30.0,87,100,1.68
456,Lashio,MM,2022-05-07 19:37:47,22.9333,97.75,68.68,75,0,1.34
457,Beloha,MG,2022-05-07 19:35:47,-25.1667,45.05,68.92,87,17,2.73
458,Gushikawa,JP,2022-05-07 19:37:48,26.3544,127.8686,74.43,94,75,12.66
459,Hearst,CA,2022-05-07 19:37:48,49.6835,-83.6665,62.85,21,18,5.66
460,Roma,US,2022-05-07 19:37:49,43.2128,-75.4557,62.74,21,0,8.05
461,Achikulak,RU,2022-05-07 19:37:49,44.5517,44.8378,46.24,78,100,4.94
462,Anqing,CN,2022-05-07 19:37:49,30.5092,117.0506,65.46,87,100,8.7
463,Karangasem,ID,2022-05-07 19:37:50,-8.45,115.6167,80.53,84,54,5.88
464,Aneho,TG,2022-05-07 19:37:50,6.2333,1.6,82.6,80,64,9.19
465,Naze,JP,2022-05-07 19:37:51,28.3667,129.4833,70.72,82,100,6.13
466,Bosaso,SO,2022-05-07 19:37:51,11.2842,49.1816,84.92,60,23,2.64
467,Tiquisate,GT,2022-05-07 19:37:52,14.2833,-91.3667,93.0,57,73,11.32
468,Hay River,CA,2022-05-07 19:37:52,60.8156,-115.7999,33.78,100,100,17.27
469,Manali,IN,2022-05-07 19:37:08,13.1667,80.2667,87.89,89,100,7.25
470,Raudeberg,NO,2022-05-07 19:37:53,61.9875,5.1352,41.67,74,84,12.97
471,Medea,DZ,2022-05-07 19:37:53,36.2642,2.7539,50.68,72,100,3.74
472,Aleksandrovka,UA,2022-05-07 19:37:54,46.8383,32.7612,50.13,60,100,5.57
473,Conde,BR,2022-05-07 19:37:54,-7.2597,-34.9075,80.06,83,75,8.05
474,Rio Grande,BR,2022-05-07 19:37:54,-32.035,-52.0986,75.31,67,0,6.26
475,Mayor Pablo Lagerenza,PY,2022-05-07 19:37:55,-19.9309,-60.7718,86.86,31,0,3.29
476,Kaeo,NZ,2022-05-07 19:37:55,-35.1,173.7833,51.33,95,9,3.8
477,Linxia,CN,2022-05-07 19:37:56,35.6003,103.2064,58.32,41,100,6.11
478,San Ramon,US,2022-05-07 19:37:56,37.7799,-121.978,69.94,57,75,16.11
479,Evensk,RU,2022-05-07 19:37:57,61.95,159.2333,31.26,98,100,15.08
480,The Pas,CA,2022-05-07 19:37:57,53.8251,-101.2541,55.42,76,100,8.05
481,Kapit,MY,2022-05-07 19:37:57,2.0167,112.9333,74.61,99,100,0.89
482,Gimli,CA,2022-05-07 19:37:58,50.6336,-96.9907,53.62,76,100,18.41
483,Rivera,UY,2022-05-07 19:37:58,-30.9053,-55.5508,65.17,74,0,4.38
484,Dargaville,NZ,2022-05-07 19:34:22,-35.9333,173.8833,53.58,89,11,3.29
485,Ponta Delgada,PT,2022-05-07 19:37:19,37.7333,-25.6667,66.92,82,20,4.61
486,Chapais,CA,2022-05-07 19:37:59,49.7834,-74.8492,46.18,37,15,3.51
487,Monte Alegre,BR,2022-05-07 19:37:59,-2.0078,-54.0692,82.9,80,45,3.0
488,Longyan,CN,2022-05-07 19:38:00,25.1072,117.0225,67.21,98,100,1.83
489,Gigmoto,PH,2022-05-07 19:38:00,13.7796,124.39,79.81,87,82,9.04
490,Namibe,AO,2022-05-07 19:38:01,-15.1961,12.1522,72.79,71,1,4.38
491,Chernyshevskiy,RU,2022-05-07 19:38:01,63.0128,112.4714,39.99,90,100,10.02
492,Amalapuram,IN,2022-05-07 19:38:02,16.5833,82.0167,80.6,90,74,4.81
493,Morehead,US,2022-05-07 19:38:02,37.2711,-87.1764,63.79,68,100,8.05
494,Pedasi,PA,2022-05-07 19:38:02,7.5333,-80.0333,83.12,68,9,4.92
495,Cochrane,CA,2022-05-07 19:36:04,51.1834,-114.4687,57.61,25,75,19.57
496,Kotka,FI,2022-05-07 19:38:03,60.4664,26.9458,40.26,87,99,11.48
497,Saint-Benoit,RE,2022-05-07 19:38:03,-21.038,55.7194,73.51,81,23,7.65
498,Vrangel,RU,2022-05-07 19:38:04,42.7297,133.0839,42.51,64,5,5.68
499,Taywarah,AF,2022-05-07 19:38:05,33.35,64.4167,55.63,46,4,6.46
500,Anadyr,RU,2022-05-07 19:38:05,64.75,177.4833,30.7,80,0,11.18
501,Nuevo Laredo,MX,2022-05-07 19:34:41,27.4763,-99.5164,100.67,32,0,11.5
502,Tual,ID,2022-05-07 19:38:06,-5.6667,132.75,84.58,78,20,19.89
503,Sola,VU,2022-05-07 19:38:06,-13.8833,167.55,81.57,71,3,19.37
504,Constitucion,CL,2022-05-07 19:38:07,-35.3333,-72.4167,60.76,65,3,13.09
505,Kinsale,IE,2022-05-07 19:38:07,51.7075,-8.5306,55.24,87,75,5.75
506,Batagay-Alyta,RU,2022-05-07 19:38:08,67.8006,130.4114,10.98,92,100,3.04
507,Westport,US,2022-05-07 19:38:08,41.1415,-73.3579,52.63,82,100,8.01
508,Aklavik,CA,2022-05-07 19:38:08,68.2191,-135.0107,39.2,56,20,9.22
509,Sao Desiderio,BR,2022-05-07 19:38:09,-12.3633,-44.9733,89.01,34,5,6.8
510,Alvinopolis,BR,2022-05-07 19:38:09,-20.1067,-43.0489,72.54,73,71,5.53
511,Bobo Dioulasso,BF,2022-05-07 19:38:10,11.1771,-4.2979,86.2,48,31,3.27
512,Oranjemund,NA,2022-05-07 19:38:10,-28.55,16.4333,55.78,88,0,10.2
513,Los Llanos De Aridane,ES,2022-05-07 19:38:11,28.6585,-17.9182,66.13,84,20,13.8
514,Victoria,HK,2022-05-07 19:35:03,22.2855,114.1577,77.38,76,100,8.01
515,Baykit,RU,2022-05-07 19:35:54,61.67,96.37,29.12,88,100,12.35
516,Korla,CN,2022-05-07 19:38:11,41.7597,86.1469,73.54,34,57,9.53
517,Olafsvik,IS,2022-05-07 19:38:12,64.8945,-23.7142,43.86,84,100,14.72
518,Roald,NO,2022-05-07 19:38:12,62.5833,6.1333,43.32,65,40,24.16
519,Mayo,US,2022-05-07 19:37:35,38.8876,-76.5119,52.21,93,100,13.8
520,Araripe,BR,2022-05-07 19:38:13,-7.2125,-40.0461,80.38,43,21,5.59
521,Okhotsk,RU,2022-05-07 19:38:13,59.3833,143.3,32.36,78,10,9.6
522,Slave Lake,CA,2022-05-07 19:38:14,55.2834,-114.769,40.98,87,100,14.97
523,Isiro,CD,2022-05-07 19:38:14,2.7739,27.616,67.96,94,88,1.19
524,Iqaluit,CA,2022-05-07 19:38:15,63.7506,-68.5145,29.93,42,75,10.36
525,Catamarca,AR,2022-05-07 19:38:15,-28.4696,-65.7852,75.78,42,12,7.0
526,Miyang,CN,2022-05-07 19:38:15,24.4042,103.4428,61.07,94,8,1.99
527,Whitianga,NZ,2022-05-07 19:38:16,-36.8333,175.7,55.74,78,92,3.2
528,The Valley,AI,2022-05-07 19:38:16,18.217,-63.0578,84.06,65,40,16.11
529,Alvaraes,BR,2022-05-07 19:38:17,-3.2208,-64.8042,85.87,94,95,3.15
530,Kifri,IQ,2022-05-07 19:38:17,34.6959,44.9661,66.72,33,2,4.65
531,Viisoara,RO,2022-05-07 19:38:18,46.55,23.9167,58.6,72,75,7.0
532,Esperance,AU,2022-05-07 19:38:18,-33.8667,121.9,51.64,48,100,18.05
533,Havre-Saint-Pierre,CA,2022-05-07 19:38:19,50.2334,-63.5986,41.36,52,0,17.27
534,Cuiluan,CN,2022-05-07 19:38:19,47.72,128.648,32.47,86,0,3.53
535,Kosa,RU,2022-05-07 19:38:19,59.9445,54.9977,44.13,75,83,7.99
536,Pingliang,CN,2022-05-07 19:38:20,35.5392,106.6861,58.44,82,95,2.91
537,Honiara,SB,2022-05-07 19:38:20,-9.4333,159.95,78.69,88,97,6.71
538,Miraflores,MX,2022-05-07 19:38:21,19.2167,-98.8083,83.05,21,27,2.3
539,Neiafu,TO,2022-05-07 19:38:21,-18.65,-173.9833,74.08,94,75,0.0
540,Maxixe,MZ,2022-05-07 19:38:22,-23.8597,35.3472,69.62,94,0,0.0
541,Masvingo,ZW,2022-05-07 19:38:22,-20.0637,30.8277,66.36,52,100,5.35
542,Hailar,CN,2022-05-07 19:38:22,49.2,119.7,41.67,31,6,5.86
543,Japura,ID,2022-05-07 19:38:23,-0.3167,102.35,76.33,97,100,1.81
