City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
610,Eyl,SO,84.24,clear sky,11.2842,49.1816,Red Sea Hotel
611,Ketchikan,US,79.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
613,Riyadh,SA,82.85,clear sky,26.326,43.975,Mövenpick Qassim
614,Mecca,SA,82.85,clear sky,26.326,43.975,Mövenpick Qassim
615,Joshimath,IN,73.9,clear sky,28.0667,95.3333,Siang Guest House
616,Gat,LY,76.19,clear sky,29.1081,21.2869,المنزل
617,Kasungu,MW,62.69,clear sky,-13.0333,33.4833,Mame Motel
618,Cassilandia,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
620,Auray,FR,66.25,clear sky,48.4352,-4.3972,Brit Hotel Brest Le Relecq-Kerhuon
622,Sainte-Rose,GP,82.44,broken clouds,16.3324,-61.6979,Villa - Duzer
623,Richards Bay,ZA,62.47,light rain,-33.5906,26.891,The Halyards Hotel
624,Bairiki,KI,81.82,few clouds,3.0707,172.7902,Isles Sunset Lodge
625,Beloha,MG,75.47,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
626,North Platte,US,79.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
630,Lethem,GY,78.8,broken clouds,8.2,-59.7833,Monty Brooms Guest House
633,Dankaur,IN,73.9,clear sky,28.0667,95.3333,Siang Guest House
634,Januaria,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
635,Kenitra,MA,95.07,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
636,Saint Johnsbury,US,79.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
637,Phan Rang,VN,82.2,overcast clouds,10.346,107.0843,Seaside Resort
641,Port Moresby,PG,80.49,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
642,Oranjestad,AW,85.95,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
644,Fougamou,GA,78.15,light rain,-1.5746,9.2618,Hotel Olako
645,Kobojango,BW,61.41,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
647,Key West,US,79.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
648,Vila,VU,75.87,scattered clouds,-13.8833,167.55,Leumerus Bungalows
649,Puerto Colombia,CL,64.94,clear sky,-32.8337,-70.5983,Hotel Los Andes
651,Panguna,PG,80.49,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
653,Narathiwat,TH,81.07,moderate rain,8.3511,100.202,Green Park Inn Hotel
655,Wewak,PG,80.49,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
658,Amparafaravola,MG,75.47,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
660,Mocuba,MZ,67.86,few clouds,-19.1164,33.4833,Predio Livraria Ahmed
661,Kokopo,PG,80.49,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
668,Satara,IN,73.9,clear sky,28.0667,95.3333,Siang Guest House
670,Tooele,US,79.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
672,Miramar,MX,88.83,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
673,Ilheus,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
676,Comodoro Rivadavia,AR,74.95,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
680,Juigalpa,NI,94.91,scattered clouds,12.1063,-85.3645,Ethos Inn
681,Manzanillo,MX,88.83,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
682,Inisa,NG,85.3,overcast clouds,7.85,9.7833,Elimtop
685,Bandundu,CD,77.5,overcast clouds,-3.3167,17.3667,Coja Color
687,Guasdualito,VE,86.29,overcast clouds,8.1222,-63.5497,Hotel Edi
688,Kuruman,ZA,62.47,light rain,-33.5906,26.891,The Halyards Hotel
690,Uyuni,US,60.49,scattered clouds,37.7799,-121.978,San Ramon Marriott
691,Nabire,ID,81.63,moderate rain,0.8,127.4,Sahid Bela Ternate Hotel
694,Sao Felix Do Xingu,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
695,Barreiras,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
696,Kabalo,CD,77.5,overcast clouds,-3.3167,17.3667,Coja Color
697,Ampanihy,MG,75.47,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
702,Bac Can,VN,82.2,overcast clouds,10.346,107.0843,Seaside Resort
703,Rawson,AR,74.95,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
706,Sinjar,IQ,63.88,clear sky,36.3209,41.8754,زوماني فون 1
708,Ilo,PE,73.69,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
709,Lisala,CD,77.5,overcast clouds,-3.3167,17.3667,Coja Color
710,Aracatuba,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
711,Santa Rosa,AR,74.95,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
712,Ye,MM,78.3,light rain,14.0833,98.2,Hotel Dawei
714,Xapuri,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
716,Malanville,BJ,74.71,heavy intensity rain,9.9401,3.2108,Monnon
717,Jardim,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
721,Laguna,BR,75.16,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
